id,path,label
0,flusense_data/wU1xLUAWAyAsegment37.wav,cough
0,flusense_data/wU1xLUAWAyAsegment25.wav,cough
0,flusense_data/wU1xLUAWAyAsegment33.wav,cough
0,flusense_data/wU1xLUAWAyAsegment34.wav,cough
0,flusense_data/wU1xLUAWAyAsegment30.wav,cough
0,flusense_data/wU1xLUAWAyAsegment2.wav,cough
0,flusense_data/wU1xLUAWAyAsegment19.wav,cough
0,flusense_data/wU1xLUAWAyAsegment42.wav,cough
0,flusense_data/wU1xLUAWAyAsegment40.wav,cough
0,flusense_data/wU1xLUAWAyAsegment14.wav,cough
0,flusense_data/wU1xLUAWAyAsegment10.wav,cough
0,flusense_data/wU1xLUAWAyAsegment7.wav,cough
0,flusense_data/wU1xLUAWAyAsegment17.wav,cough
0,flusense_data/wU1xLUAWAyAsegment12.wav,cough
0,flusense_data/wU1xLUAWAyAsegment38.wav,cough
0,flusense_data/wU1xLUAWAyAsegment5.wav,cough
0,flusense_data/wU1xLUAWAyAsegment1.wav,cough
0,flusense_data/wU1xLUAWAyAsegment36.wav,cough
0,flusense_data/wU1xLUAWAyAsegment28.wav,cough
0,flusense_data/wU1xLUAWAyAsegment23.wav,cough
1,flusense_data/1jc3YPwYfC4segment60.wav,cough
1,flusense_data/1jc3YPwYfC4segment54.wav,cough
1,flusense_data/1jc3YPwYfC4segment38.wav,cough
1,flusense_data/1jc3YPwYfC4segment78.wav,cough
1,flusense_data/1jc3YPwYfC4segment5.wav,cough
1,flusense_data/1jc3YPwYfC4segment85.wav,cough
1,flusense_data/1jc3YPwYfC4segment34.wav,cough
1,flusense_data/1jc3YPwYfC4segment28.wav,cough
1,flusense_data/1jc3YPwYfC4segment42.wav,cough
1,flusense_data/1jc3YPwYfC4segment30.wav,cough
1,flusense_data/1jc3YPwYfC4segment73.wav,cough
1,flusense_data/1jc3YPwYfC4segment16.wav,cough
1,flusense_data/1jc3YPwYfC4segment24.wav,cough
1,flusense_data/1jc3YPwYfC4segment11.wav,cough
1,flusense_data/1jc3YPwYfC4segment32.wav,cough
1,flusense_data/1jc3YPwYfC4segment62.wav,cough
1,flusense_data/1jc3YPwYfC4segment26.wav,cough
1,flusense_data/1jc3YPwYfC4segment68.wav,cough
1,flusense_data/1jc3YPwYfC4segment14.wav,cough
1,flusense_data/1jc3YPwYfC4segment67.wav,cough
1,flusense_data/1jc3YPwYfC4segment3.wav,cough
1,flusense_data/1jc3YPwYfC4segment49.wav,cough
1,flusense_data/1jc3YPwYfC4segment23.wav,cough
1,flusense_data/1jc3YPwYfC4segment64.wav,cough
1,flusense_data/1jc3YPwYfC4segment45.wav,cough
1,flusense_data/1jc3YPwYfC4segment13.wav,cough
1,flusense_data/1jc3YPwYfC4segment44.wav,cough
1,flusense_data/1jc3YPwYfC4segment40.wav,cough
1,flusense_data/1jc3YPwYfC4segment36.wav,cough
1,flusense_data/1jc3YPwYfC4segment18.wav,cough
1,flusense_data/1jc3YPwYfC4segment75.wav,cough
1,flusense_data/1jc3YPwYfC4segment83.wav,cough
1,flusense_data/1jc3YPwYfC4segment7.wav,cough
1,flusense_data/1jc3YPwYfC4segment1.wav,cough
2,flusense_data/VGUn3tueVLEsegment34.wav,cough
2,flusense_data/VGUn3tueVLEsegment266.wav,cough
2,flusense_data/VGUn3tueVLEsegment181.wav,cough
2,flusense_data/VGUn3tueVLEsegment40.wav,cough
2,flusense_data/VGUn3tueVLEsegment97.wav,cough
2,flusense_data/VGUn3tueVLEsegment191.wav,cough
2,flusense_data/VGUn3tueVLEsegment171.wav,cough
2,flusense_data/VGUn3tueVLEsegment50.wav,cough
2,flusense_data/VGUn3tueVLEsegment203.wav,cough
2,flusense_data/VGUn3tueVLEsegment201.wav,cough
2,flusense_data/VGUn3tueVLEsegment86.wav,cough
2,flusense_data/VGUn3tueVLEsegment33.wav,cough
2,flusense_data/VGUn3tueVLEsegment114.wav,cough
2,flusense_data/VGUn3tueVLEsegment55.wav,cough
2,flusense_data/VGUn3tueVLEsegment177.wav,cough
2,flusense_data/VGUn3tueVLEsegment112.wav,cough
2,flusense_data/VGUn3tueVLEsegment6.wav,cough
2,flusense_data/VGUn3tueVLEsegment234.wav,cough
2,flusense_data/VGUn3tueVLEsegment82.wav,cough
2,flusense_data/VGUn3tueVLEsegment250.wav,cough
2,flusense_data/VGUn3tueVLEsegment21.wav,cough
2,flusense_data/VGUn3tueVLEsegment125.wav,cough
2,flusense_data/VGUn3tueVLEsegment242.wav,cough
2,flusense_data/VGUn3tueVLEsegment286.wav,cough
2,flusense_data/VGUn3tueVLEsegment272.wav,cough
2,flusense_data/VGUn3tueVLEsegment117.wav,cough
2,flusense_data/VGUn3tueVLEsegment139.wav,cough
2,flusense_data/VGUn3tueVLEsegment276.wav,cough
2,flusense_data/VGUn3tueVLEsegment119.wav,cough
2,flusense_data/VGUn3tueVLEsegment153.wav,cough
2,flusense_data/VGUn3tueVLEsegment248.wav,cough
2,flusense_data/VGUn3tueVLEsegment260.wav,cough
2,flusense_data/VGUn3tueVLEsegment294.wav,cough
2,flusense_data/VGUn3tueVLEsegment212.wav,cough
2,flusense_data/VGUn3tueVLEsegment96.wav,cough
2,flusense_data/VGUn3tueVLEsegment175.wav,cough
2,flusense_data/VGUn3tueVLEsegment121.wav,cough
2,flusense_data/VGUn3tueVLEsegment183.wav,cough
2,flusense_data/VGUn3tueVLEsegment187.wav,cough
2,flusense_data/VGUn3tueVLEsegment131.wav,cough
2,flusense_data/VGUn3tueVLEsegment94.wav,cough
2,flusense_data/VGUn3tueVLEsegment92.wav,cough
2,flusense_data/VGUn3tueVLEsegment24.wav,cough
2,flusense_data/VGUn3tueVLEsegment230.wav,cough
2,flusense_data/VGUn3tueVLEsegment195.wav,cough
2,flusense_data/VGUn3tueVLEsegment36.wav,cough
2,flusense_data/VGUn3tueVLEsegment28.wav,cough
2,flusense_data/VGUn3tueVLEsegment99.wav,cough
2,flusense_data/VGUn3tueVLEsegment145.wav,cough
2,flusense_data/VGUn3tueVLEsegment8.wav,cough
2,flusense_data/VGUn3tueVLEsegment297.wav,cough
2,flusense_data/VGUn3tueVLEsegment163.wav,cough
2,flusense_data/VGUn3tueVLEsegment13.wav,cough
2,flusense_data/VGUn3tueVLEsegment129.wav,cough
2,flusense_data/VGUn3tueVLEsegment226.wav,cough
2,flusense_data/VGUn3tueVLEsegment159.wav,cough
2,flusense_data/VGUn3tueVLEsegment290.wav,cough
2,flusense_data/VGUn3tueVLEsegment23.wav,cough
2,flusense_data/VGUn3tueVLEsegment210.wav,cough
2,flusense_data/VGUn3tueVLEsegment26.wav,cough
2,flusense_data/VGUn3tueVLEsegment214.wav,cough
2,flusense_data/VGUn3tueVLEsegment173.wav,cough
2,flusense_data/VGUn3tueVLEsegment252.wav,cough
2,flusense_data/VGUn3tueVLEsegment88.wav,cough
2,flusense_data/VGUn3tueVLEsegment22.wav,cough
2,flusense_data/VGUn3tueVLEsegment228.wav,cough
2,flusense_data/VGUn3tueVLEsegment240.wav,cough
2,flusense_data/VGUn3tueVLEsegment78.wav,cough
2,flusense_data/VGUn3tueVLEsegment244.wav,cough
2,flusense_data/VGUn3tueVLEsegment4.wav,cough
2,flusense_data/VGUn3tueVLEsegment236.wav,cough
2,flusense_data/VGUn3tueVLEsegment274.wav,cough
2,flusense_data/VGUn3tueVLEsegment80.wav,cough
2,flusense_data/VGUn3tueVLEsegment9.wav,cough
2,flusense_data/VGUn3tueVLEsegment254.wav,cough
2,flusense_data/VGUn3tueVLEsegment31.wav,cough
2,flusense_data/VGUn3tueVLEsegment199.wav,cough
2,flusense_data/VGUn3tueVLEsegment72.wav,cough
2,flusense_data/VGUn3tueVLEsegment11.wav,cough
2,flusense_data/VGUn3tueVLEsegment101.wav,cough
2,flusense_data/VGUn3tueVLEsegment284.wav,cough
2,flusense_data/VGUn3tueVLEsegment216.wav,cough
2,flusense_data/VGUn3tueVLEsegment2.wav,cough
2,flusense_data/VGUn3tueVLEsegment63.wav,cough
2,flusense_data/VGUn3tueVLEsegment52.wav,cough
2,flusense_data/VGUn3tueVLEsegment105.wav,cough
2,flusense_data/VGUn3tueVLEsegment218.wav,cough
2,flusense_data/VGUn3tueVLEsegment143.wav,cough
2,flusense_data/VGUn3tueVLEsegment66.wav,cough
2,flusense_data/VGUn3tueVLEsegment42.wav,cough
2,flusense_data/VGUn3tueVLEsegment222.wav,cough
2,flusense_data/VGUn3tueVLEsegment141.wav,cough
2,flusense_data/VGUn3tueVLEsegment57.wav,cough
2,flusense_data/VGUn3tueVLEsegment246.wav,cough
2,flusense_data/VGUn3tueVLEsegment109.wav,cough
2,flusense_data/VGUn3tueVLEsegment258.wav,cough
