id,path,label
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment1.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment2.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment3.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment4.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment5.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment6.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment7.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment8.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment9.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment10.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment11.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment12.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment13.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment14.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment15.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment16.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment17.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment18.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment19.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment20.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment21.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment22.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment23.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment24.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment25.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment26.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment27.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment28.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment29.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment30.wav,cough
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment31.wav,speech
1jc3YPwYfC4,flusense_data/1jc3YPwYfC4segment32.wav,cough
