id,path,label
nIBRNVTxo8w_0_000-10_000,flusense_data/nIBRNVTxo8w_0_000-10_000segment1.wav,speech
nIBRNVTxo8w_0_000-10_000,flusense_data/nIBRNVTxo8w_0_000-10_000segment2.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment1.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment2.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment3.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment4.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment5.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment6.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment7.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment8.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment9.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment10.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment11.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment12.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment13.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment14.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment15.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment16.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment17.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment18.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment19.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment20.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment21.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment22.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment23.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment24.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment25.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment26.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment27.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment28.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment29.wav,cough
3Liy9uBgsQM,flusense_data/3Liy9uBgsQMsegment30.wav,cough
